"cps_code","cps_libelle","cps_age_retraite","cps_description","cps_hierarchie_code","cps_cadre_code","cps_typecorps_code","cps_libelle_singulier"
"1_SG",ANCIENS PRESIDENTS,60,Anciens présidents,"1_SG","1_SG",FONCT,ANCIENS PRESIDENT
"10001",PRESIDENT,60,PRESIDENT,,"1_SG",FONCT,PRESIDENT
"10003",ANCIENS PRESIDENTS,60,ANCIENS PRESIDENTS,,"1_SG",FONCT,ANCIENS PRESIDENT
"10026",SPECIALISTES FONCTION PUBLIQUE A1 NF,60,SPECIALISTES FONCTION PUBLIQUE A1 NF,"1_SG","1_SG",NON_FONCT,SPECIALISTES FONCTION PUBLIQUE A1 NF
"10027",ADMINISTRATEURS CIVILS A1,60,ADMINISTRATEURS CIVILS A1,"1_SG","1_SG",FONCT,ADMINISTRATEURS CIVILS A1
"10028",SOCIOLOGUES A1 NF,60,SOCIOLOGUES A1 NF,"1_SG","1_SG",NON_FONCT,SOCIOLOGUES A1 NF
"10029",ADMINISTRATEURS CIVILS NF REF,60,ADMINISTRATEURS CIVILS NF REF,"1_SG","1_SG",NON_FONCT,ADMINISTRATEURS CIVILS NF REF
"10030",COMMISSAIRES DES ASSURANCES A1 NF,60,COMMISSAIRES DES ASSURANCES A1 NF,"1_SG","1_SG",NON_FONCT,COMMISSAIRES DES ASSURANCES A1 NF
"10032",COMMISSAIRES DES ASSURANCES A2 NF,60,COMMISSAIRES DES ASSURANCES A2 NF,"2_SG","1_SG",NON_FONCT,COMMISSAIRES DES ASSURANCES A2 NF
"10102",SOCIOLOGUES A2 NF,60,SOCIOLOGUES A2 NF,"2_SG","1_SG",NON_FONCT,SOCIOLOGUES A2 NF
"10104",CADRES EN ADMINISTRATION NF,60,CADRES EN ADMINISTRATION NF,"2_SG","1_SG",NON_FONCT,CADRES EN ADMINISTRATION NF
"10106",SPECIALISTES FONCTION PUBLIQUE A2 NF,60,SPECIALISTES FONCTION PUBLIQUE A2 NF,"2_SG","1_SG",NON_FONCT,SPECIALISTES FONCTION PUBLIQUE A2 NF
"10201",ATTACHES D'ADMINISTRATION A3,60,ATTACHES D'ADMINISTRATION A3,"3_SG","1_SG",FONCT,ATTACHES D'ADMINISTRATION A3
"10202",ATTACHES D'ADMINISTRATION NF REF,60,ATTACHES D'ADMINISTRATION NF REF,"3_SG","1_SG",NON_FONCT,ATTACHES D'ADMINISTRATION NF REF
"10204",SOCIOLOGUES A3 NF,60,SOCIOLOGUES A3 NF,"3_SG","1_SG",NON_FONCT,SOCIOLOGUES A3 NF
"10205",SOCIOLOGUES B1 NF,60,SOCIOLOGUES B1 NF,"5_SG","1_SG",NON_FONCT,SOCIOLOGUES B1 NF
"10205LPGT",Licence professionnelle de Géomètre topographe ESP,60,Licence professionnelle de Géomètre topographe ESP,"5_SG","13_SG",NON_FONCT,Licence professionnelle de Géomètre topographe ESP
"10206",GESTIONNAIRES NF,60,GESTIONNAIRES NF,"3_SG","1_SG",NON_FONCT,GESTIONNAIRES NF
"10209",JURISTES  CONSEILS NF REF A2 ,60,JURISTES  CONSEILS NF REF A2 ,"2_SG","67-SG",NON_FONCT,JURISTES  CONSEILS NF REF A2 
"10210",JURISTES CONSEILS NF REF B1,60,JURISTES CONSEILS NF REF B1,"5_SG","67-SG",NON_FONCT,JURISTES CONSEILS NF REF B1
"10211",JURISTES CONSEILS NF REF A1,60,JURISTES CONSEILS NF REF A1,"1_SG","67-SG",NON_FONCT,JURISTES CONSEILS NF REF A1
"10212",JURISTES CONSEILS ASSISTANTS NF REF B1,60,JURISTES CONSEILS ASSISTANTS NF REF B1,"5_SG","67-SG",NON_FONCT,JURISTES CONSEILS ASSISTANTS NF REF B1
"10220",GESTIONNAIRES DES RESSOURCES HUMAINES NF A2,60,GESTIONNAIRES DES RESSOURCES HUMAINES NF A2,"2_SG","1_SG",NON_FONCT,GESTIONNAIRES DES RESSOURCES HUMAINES NF A2
"10222",GESTIONNAIRES DES RESSOURCES HUMAINES NF B1,60,GESTIONNAIRES DES RESSOURCES HUMAINES NF B1,"5_SG","1_SG",NON_FONCT,GESTIONNAIRES DES RESSOURCES HUMAINES NF B1
"103_SG",INGENIEURS DES PECHES MARITIMES B1,60,Ingénieurs des pêches maritimes B1,"5_SG","22_SG",FONCT,INGENIEURS DES PECHES MARITIMES B1
"10351",SECRETAIRES D'ADMINISTRATION B2,60,SECRETAIRES D'ADMINISTRATION B2,"6_SG","1_SG",FONCT,SECRETAIRES D'ADMINISTRATION B2
"10352",SECRETAIRES D'ADMINISTRATION NF REF,60,SECRETAIRES D'ADMINISTRATION NF REF,"1000_SG","1_SG",NON_FONCT,SECRETAIRES D'ADMINISTRATION NF REF
"10552",AGENTS ADMINISTRATIFS NF,60,AGENTS ADMINISTRATIFS NF,"8_SG","1_SG",NON_FONCT,AGENTS ADMINISTRATIFS NF
"10554",ADJOINTS INTENDANTS NF,60,ADJOINTS INTENDANTS NF,"8_SG","1_SG",NON_FONCT,ADJOINTS INTENDANTS NF
"10556",ADJOINTES D'ECONOMAT NF,60,ADJOINTES D'ECONOMAT NF,"8_SG","1_SG",NON_FONCT,ADJOINTES D'ECONOMAT NF
"10558",AGENTS DECISIONNAIRES B1,60,AGENTS DECISIONNAIRES B1,"5_SG","1_SG",NON_FONCT,AGENTS DECISIONNAIRES B1
"10560",AGENTS DECISIONNAIRES A2,60,AGENTS DECISIONNAIRES A2,"2_SG","1_SG",NON_FONCT,AGENTS DECISIONNAIRES A2
"10562",AGENTS DECISIONNAIRES A3,60,AGENTS DECISIONNAIRES A3,"3_SG","1_SG",NON_FONCT,AGENTS DECISIONNAIRES A3
"106_SG",PREPOSES  DE L’OCEANOGRAPHIE ET DES PECHES MARITIMES,60,Préposés  de l’océanographie et des Pêches Maritimes,"13_SG","22_SG",FONCT,PREPOSES  DE L’OCEANOGRAPHIE ET DES PECHES MARITIME
"10652",COMPTABLES  NF B1,60,COMPTABLES  NF B1,"9_SG","1_SG",NON_FONCT,COMPTABLES  NF B1
"10653",COMPTABLES NF A2,60,COMPTABLES NF A2,"2_SG","1_SG",NON_FONCT,COMPTABLES NF A2
"10654",COMPTABLE NF A3,60,COMPTABLE NF A3,"3_SG","1_SG",NON_FONCT,COMPTABLE NF A3
"10655",COMPTABLES NF B2,60,COMPTABLES NF B2,"6_SG","1_SG",NON_FONCT,COMPTABLES NF B2
"10700",COMMIS D'ADMINISTRATION C2 NF REF,60,COMMIS D'ADMINISTRATION C2 NF REF,"10_SG","1_SG",NON_FONCT,COMMIS D'ADMINISTRATION C2 NF REF
"10701",COMMIS D'ADMINISTRATION C2,60,COMMIS D'ADMINISTRATION C2,"10_SG","1_SG",FONCT,COMMIS D'ADMINISTRATION C2
"10752",COMMIS D'ADMINISTRATION C3 NF,60,COMMIS D'ADMINISTRATION C3 NF,"11_SG","1_SG",NON_FONCT,COMMIS D'ADMINISTRATION C3 NF
"10756",AGENTS D'ADMINISTRATION C3 NF,60,AGENTS D'ADMINISTRATION C3 NF,"11_SG","1_SG",NON_FONCT,AGENTS D'ADMINISTRATION C3 NF
"10950",AGENTS D'ADMINISTRATION D3 NF REF,60,AGENTS D'ADMINISTRATION D3 NF REF,"14_SG","1_SG",NON_FONCT,AGENTS D'ADMINISTRATION D3 NF REF
"10951",AGENTS D'ADMINISTRATION,60,AGENTS D'ADMINISTRATION,"14_SG","1_SG",FONCT,AGENTS D'ADMINISTRATION
"10952",AGENTS DE SERVICE NF,60,AGENTS DE SERVICE NF,"14_SG","1_SG",NON_FONCT,AGENTS DE SERVICE NF
"10953",AGENTS DE SERVICE,60,AGENTS DE SERVICE,"14_SG","1_SG",FONCT,AGENTS DE SERVICE
"11025",INSPECTEURS DU TRAVAIL ET DE LA SECURITE SOCIALE A1,60,INSPECTEURS DU TRAVAIL ET DE LA SECURITE SOCIALE A1,"1_SG","2_SG",FONCT,INSPECTEURS DU TRAVAIL ET DE LA SECURITE SOCIALE A1
"11026",INSPECTEURS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF,60,INSPECTEURS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF,"1_SG","2_SG",NON_FONCT,INSPECTEURS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF
"111",INGENIEUR DU GENIE CIVIL NF REF A3,60,INGENIEUR DU GENIE CIVIL NF REF A3,"3_SG","12_SG",NON_FONCT,INGENIEUR DU GENIE CIVIL NF REF A3
"11101",INGENIEURS ELECTROMECANICIENS NF,60,INGENIEURS ELECTROMECANICIENS NF,"2_SG","12_SG",NON_FONCT,INGENIEURS ELECTROMECANICIENS NF
"111019000",INGENIEURS BIOLOGISTE NF A2,60,INGENIEURS BIOLOGISTE NF A2,"2_SG","20_SG",NON_FONCT,INGENIEUR BIOLOGISTE NF A2
"11102",AGENTS TECHNIQUES EN ELECTROMECANIQUE NF ,60,AGENTS TECHNIQUES EN ÉLECTROMECANIQUE NF,"8_SG","12_SG",NON_FONCT,AGENTS TECHNIQUES EN ELECTROMECANIQUE NF 
"11201",INSPECTEURS ADJOINTS DU TRAVAIL ET DE LA SECURITE SOCIALE A3,60,INSPECTEURS ADJOINTS DU TRAVAIL ET DE LA SECURITE SOCIALE A3,"3_SG","2_SG",FONCT,INSPECTEURS ADJOINTS DU TRAVAIL ET DE LA SECURITE SOCIALE A3
"11202",INSPECTEURS ADJOINTS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF,60,INSPECTEURS ADJOINTS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF,"3_SG","2_SG",NON_FONCT,INSPECTEURS ADJOINTS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF
"11351",CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE B2,60,CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE B2,"6_SG","2_SG",FONCT,CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE B2
"11352",CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF,60,CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF,"6_SG","2_SG",NON_FONCT,CONTROLEURS DU TRAVAIL ET DE LA SECURITE SOCIALE NF REF
"11353",TRAVAILLEURS SPECIALISES EN SANTE COMMUNAUTAIRE NF REF B1,60,TRAVAILLEURS SPECIALISES EN SANTE COMMUNAUTAIRE,"5_SG","20_SG",NON_FONCT,TRAVAILLEURS SPECIALISES EN SANTE COMMUNAUTAIRE NF REF B1
"119_SG",AGENTS TECHNIQUES DE LA COOPERATION,60,Agents techniques de la Coopération,"10_SG","26_SG",FONCT,AGENTS TECHNIQUES DE LA COOPERATION
"12025",COMMISSAIRES AUX ENQUETES ECONOMIQUES A1,60,COMMISSAIRES AUX ENQUETES ECONOMIQUES A1,"1_SG","3_SG",FONCT,COMMISSAIRES AUX ENQUETES ECONOMIQUES A1
"12026",COMMISSAIRES AUX ENQUETES ECONOMIQUES NF REF,60,COMMISSAIRES AUX ENQUETES ECONOMIQUES NF REF,"1_SG","3_SG",NON_FONCT,COMMISSAIRES AUX ENQUETES ECONOMIQUES NF REF
"122_SG",INGENIEURS DES TRAVAUX AGRICOLES,60,Ingénieurs des travaux agricoles,"3_SG","27_SG",FONCT,INGENIEURS DES TRAVAUX AGRICOLE
"12201",COMMISSAIRES ADJOINTS AUX ENQUETES ECONOMIQUES A3,60,COMMISSAIRES ADJOINTS AUX ENQUETES ECONOMIQUES A3,"3_SG","3_SG",FONCT,COMMISSAIRES ADJOINTS AUX ENQUETES ECONOMIQUES A3
"12202",COMMISSAIRES ADJOINTS AUX ENQUETES ECONOMIQUES NF REF,60,COMMISSAIRES ADJOINTS AUX ENQUETES ECONOMIQUES NF REF,"3_SG","3_SG",NON_FONCT,COMMISSAIRES ADJOINTS AUX ENQUETES ECONOMIQUES NF REF
"12351",CONTROLEURS DU CONTROLE ECONOMIQUE B2,60,CONTROLEURS DU CONTROLE ECONOMIQUE B2,"6_SG","3_SG",FONCT,CONTROLEURS DU CONTROLE ECONOMIQUE B2
"12352",TECHNICIENS SUPERIEURS COMMERCE NF,60,TECHNICIENS SUPERIEURS COMMERCE NF,"6_SG","3_SG",NON_FONCT,TECHNICIENS SUPERIEURS COMMERCE NF
"12354",CONTROLEURS DU CONTROLE ECONOMIQUE NF REF,60,CONTROLEURS DU CONTROLE ECONOMIQUE NF REF,"6_SG","3_SG",NON_FONCT,CONTROLEURS DU CONTROLE ECONOMIQUE NF REF
"126_SG",INSPECTEURS DE L’ENSEIGNEMENT ELEMENTAIRE,60,Inspecteurs de l’Enseignement élémentaire,"1_SG","28_SG",ENS_FONCT,INSPECTEURS DE L’ENSEIGNEMENT ELEMENTAIRE
"12701",VERIFICATEURS DU CONTROLE ECONOMIQUE,60,VERIFICATEURS DU CONTROLE ECONOMIQUE,"10_SG","3_SG",FONCT,VERIFICATEURS DU CONTROLE ECONOMIQUE
"12702",VERIFICATEURS DU CONTROLE ECONOMIQUE NF REF,60,VERIFICATEURS DU CONTROLE ECONOMIQUE NF REF,"10_SG","3_SG",NON_FONCT,VERIFICATEURS DU CONTROLE ECONOMIQUE NF REF
"12950",AGENTS DU CONTROLE ECONOMIQUE NF,60,AGENTS DU CONTROLE ECONOMIQUE NF,"14_SG","3_SG",NON_FONCT,AGENTS DU CONTROLE ECONOMIQUE NF
"13_SG",CONTROLEURS DU CONTROLE ECONOMIQUE,60,Contrôleurs du contrôle économique,"5_SG","3_SG",FONCT,CONTROLEURS DU CONTROLE ECONOMIQUE
"13025",CONSEILLERS DES AFFAIRES ETRANGERES A1,60,CONSEILLERS DES AFFAIRES ETRANGERES A1,"1_SG","4_SG",FONCT,CONSEILLERS DES AFFAIRES ETRANGERES A1
"13026",CONSEILLERS DES AFFAIRES ETRANGERES NF REF,60,CONSEILLERS DES AFFAIRES ETRANGERES NF REF,"1_SG","4_SG",NON_FONCT,CONSEILLERS DES AFFAIRES ETRANGERES NF REF
"13201",CONSEILLERS ADJOINTS DES AFFAIRES ETRANGERES A3,60,CONSEILLERS ADJOINTS DES AFFAIRES ETRANGERES A3,"3_SG","4_SG",FONCT,CONSEILLERS ADJOINTS DES AFFAIRES ETRANGERES A3
"13202",CONSEILLERS ADJOINTS DES AFFAIRES ETRANGERES NF REF,60,CONSEILLERS ADJOINTS DES AFFAIRES ETRANGERES NF REF,"3_SG","4_SG",NON_FONCT,CONSEILLERS ADJOINTS DES AFFAIRES ETRANGERES NF REF
"13351",CHANCELIERS B2,60,CHANCELIERS B2,"6_SG","4_SG",FONCT,CHANCELIERS B2
"13352",CHANCELIERS NF REF,60,CHANCELIERS NF REF,"6_SG","4_SG",NON_FONCT,CHANCELIERS NF REF
"135_SG",INSPECTEURS ADJOINTS DE L’ENSEIGNEMENT ELEMENTAIRE,60,Inspecteurs adjoints de l’Enseignement élémentaire,"6_SG","28_SG",ENS_FONCT,INSPECTEURS ADJOINTS DE L’ENSEIGNEMENT ELEMENTAIRE
"142_SG",PROFESSEURS DE L’EDUCATION PHYSIQUE ET DU SPORT,60,Professeurs de l’Education physique et du Sport,"1_SG","29_SG",ENS_FONCT,PROFESSEURS DE L’EDUCATION PHYSIQUE ET DU SPORT
"14351",PROTES,60,PROTES,"6_SG","5_SG",FONCT,PROTE
"14352",PROTES NF REF,60,PROTES NF REF,"6_SG","5_SG",NON_FONCT,PROTES NF REF
"14651",AGENTS D'IMPRIMERIE,60,AGENTS D'IMPRIMERIE,"9_SG","5_SG",FONCT,AGENTS D'IMPRIMERIE
"14753",AGENTS TECHNIQUES,60,AGENTS TECHNIQUES,"11_SG","5_SG",FONCT,AGENTS TECHNIQUE
"14754",AGENTS TECHNIQUES NF REF,60,AGENTS TECHNIQUES NF REF,"11_SG","5_SG",NON_FONCT,AGENTS TECHNIQUES NF REF
"14755", INFOGRAPHES NF B3,60, INFOGRAPHES NF B3,"7_SG","5_SG",NON_FONCT, INFOGRAPHES NF B3
"14756",INFOGRAPHES NF B2,60,INFOGRAPHES NF B2,"6_SG","5_SG",NON_FONCT,INFOGRAPHES NF B2
"14757",INFOGRAPHES NF B1,60,INFOGRAPHES NF B1,"5_SG","5_SG",NON_FONCT,INFOGRAPHES NF B1
"14950",OUVRIERS D'IMPRIMERIE NF,60,OUVRIERS D'IMPRIMERIE NF,"14_SG","5_SG",NON_FONCT,OUVRIERS D'IMPRIMERIE NF
"14951",OUVRIERS D'IMPRIMERIE,60,OUVRIERS D'IMPRIMERIE,"14_SG","5_SG",FONCT,OUVRIERS D'IMPRIMERIE
"14952",AGENTS D'IMPRIMERIE NF,60,AGENTS D'IMPRIMERIE NF,"14_SG","5_SG",NON_FONCT,AGENTS D'IMPRIMERIE NF
"15025","CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A1",60,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A1","1_SG","6_SG",FONCT,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A1"
"15026","CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A1 NF REF",60,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A1 NF REF","1_SG","6_SG",NON_FONCT,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A1 NF REF"
"15100","CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A2 NF REF",60,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A2 NF REF","2_SG","6_SG",NON_FONCT,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A2 NF REF"
"15101","CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A2",60,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A2","2_SG","6_SG",FONCT,"CONSERVATEURS D'ARCHIVES, DE BIBLIOTHEQUES, DE CENTRES DE DOCUMENTATION A2"
"15302","ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES B1 NF",60,ARCHIVISTES BIBLIOTHECAIRES DOCUMENTALISTES NF,"5_SG","6_SG",NON_FONCT,"ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES B1 NF"
"15350","ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES B2 NF REF",60,ARCHIVISTES BIBLIOTHECAIRES DOCUMENTALISTES NF REF,"6_SG","6_SG",NON_FONCT,"ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES B2 NF REF"
"15351","ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES B2",60,"ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES B2","6_SG","6_SG",FONCT,"ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES B2"
"15753","SOUS ARCHIVISTES, SOUS BIBLIOTHECAIRES ET SOUS DOCUMENTALISTES",60,"SOUS ARCHIVISTES, SOUS BIBLIOTHECAIRES ET SOUS DOCUMENTALISTES","11_SG","6_SG",FONCT,"SOUS ARCHIVISTES, SOUS BIBLIOTHECAIRES ET SOUS DOCUMENTALISTE"
"15950","SOUS-ARCHIVISTES, SOUS-BIBLIOTHECAIRES ET SOUS-DOCUMENTALISTES NF REF",60,"SOUS-ARCHIVISTES, SOUS-BIBLIOTHECAIRES ET SOUS-DOCUMENTALISTES NF REF","11_SG","6_SG",NON_FONCT,"SOUS-ARCHIVISTES, SOUS-BIBLIOTHECAIRES ET SOUS-DOCUMENTALISTES NF REF"
"160_SG",COMMISSAIRES DES ASSURANCES,60,Commissaires des assurances,"1_SG","1_SG",FONCT,COMMISSAIRES DES ASSURANCE
"16025",INSPECTEURS DES IMPOTS ET DES DOMAINES A1,60,INSPECTEURS DES IMPOTS ET DES DOMAINES A1,"1_SG","7_SG",FONCT,INSPECTEURS DES IMPOTS ET DES DOMAINES A1
"16026",INSPECTEURS DES IMPOTS ET DES DOMAINES NF REF,60,INSPECTEURS DES IMPOTS ET DES DOMAINES NF REF,"1_SG","7_SG",NON_FONCT,INSPECTEURS DES IMPOTS ET DES DOMAINES NF REF
"161_SG",COMMISSAIRES CONTROLEURS DES ASSURANCES,60,Commissaires contrôleurs des assurances,"1_SG","1_SG",FONCT,COMMISSAIRES CONTROLEURS DES ASSURANCE
"16201",INSPECTEURS ADJOINTS DES IMPOTS ET DES DOMAINES A3,60,INSPECTEURS ADJOINTS DES IMPOTS ET DES DOMAINES A3,"3_SG","7_SG",FONCT,INSPECTEURS ADJOINTS DES IMPOTS ET DES DOMAINES A3
"16202",INSPECTEURS ADJOINTS DES IMPOTS ET DES DOMAINES NF REF,60,INSPECTEURS ADJOINTS DES IMPOTS ET DES DOMAINES NF REF,"3_SG","7_SG",NON_FONCT,INSPECTEURS ADJOINTS DES IMPOTS ET DES DOMAINES NF REF
"16351",CONTROLEURS DES IMPOTS ET DES DOMAINES B2,60,CONTROLEURS DES IMPOTS ET DES DOMAINES B2,"6_SG","7_SG",FONCT,CONTROLEURS DES IMPOTS ET DES DOMAINES B2
"16352",CONTROLEURS DES IMPOTS ET DES DOMAINES NF REF,60,CONTROLEURS DES IMPOTS ET DES DOMAINES NF REF,"6_SG","7_SG",NON_FONCT,CONTROLEURS DES IMPOTS ET DES DOMAINES NF REF
"164_SG",SPECIALISTES FONCTION PUBLIQUE,60,Spécialistes fonction publique,"2_SG","1_SG",FONCT,SPECIALISTES FONCTION PUBLIQUE
"165_SG",GESTIONNAIRES,60,Gestionnaires,"3_SG","1_SG",FONCT,GESTIONNAIRE
"16700",AGENTS D'ASSIETTE C2 NF REF,60,AGENTS D'ASSIETTE C2 NF REF,"10_SG","7_SG",NON_FONCT,AGENTS D'ASSIETTE C2 NF REF
"16701",AGENTS D'ASSIETTE ET DE CONSTATATION DES IMPOTS ET DES DOMAINES C2,60,AGENTS D'ASSIETTE ET DE CONSTATATION DES IMPOTS ET DES DOMAINES C2,"10_SG","7_SG",FONCT,AGENTS D'ASSIETTE ET DE CONSTATATION DES IMPOTS ET DES DOMAINES C2
"16702",AGENTS D'ASSIETTE ET DE CONSTATATION DES IMPOTS ET DES DOMAINES NF REF,60,AGENTS D'ASSIETTE ET DE CONSTATATION DES IMPOTS ET DES DOMAINES NF REF,"10_SG","7_SG",NON_FONCT,AGENTS D'ASSIETTE ET DE CONSTATATION DES IMPOTS ET DES DOMAINES NF REF
"16750",AGENTS D'ASSIETTE C3 NF,60,AGENTS D'ASSIETTE C3 NF,"11_SG","7_SG",NON_FONCT,AGENTS D'ASSIETTE C3 NF
"169_SG",AGENTS ADMINISTRATIF,60,Agents administratif,"8_SG","1_SG",FONCT,AGENTS ADMINISTRATIF
"16950",AGENTS DE CONSTATATION DES IMPOTS ET DES DOMAINES NF,60,AGENTS DE CONSTATATION DES IMPOTS ET DES DOMAINES NF,"14_SG","7_SG",NON_FONCT,AGENTS DE CONSTATATION DES IMPOTS ET DES DOMAINES NF
"17_SG",CHANCELIERS,60,Chanceliers,"1_SG","4_SG",FONCT,CHANCELIER
"170_SG",ADJOINTS INTENDANTS,60,Adjoints intendants,"8_SG","1_SG",FONCT,ADJOINTS INTENDANT
"17025",INSPECTEURS DU TRESOR A1,60,INSPECTEURS DU TRESOR A1,"1_SG","8_SG",FONCT,INSPECTEURS DU TRESOR A1
"17026",INSPECTEURS DU TRESOR NF REF,60,INSPECTEURS DU TRESOR NF REF,"1_SG","8_SG",NON_FONCT,INSPECTEURS DU TRESOR NF REF
"171_SG",ADJOINTES D'ECONOMAT,60,Adjointes d'Economat,"8_SG","1_SG",FONCT,ADJOINTES D'ECONOMAT
"17201",INSPECTEURS ADJOINTS DU TRESOR A3,60,INSPECTEURS ADJOINTS DU TRESOR A3,"3_SG","8_SG",FONCT,INSPECTEURS ADJOINTS DU TRESOR A3
"17202",INSPECTEURS ADJOINTS DU TRESOR NF REF,60,INSPECTEURS ADJOINTS DU TRESOR NF REF,"3_SG","8_SG",NON_FONCT,INSPECTEURS ADJOINTS DU TRESOR NF REF
"17351",CONTROLEURS DU TRESOR B2,60,CONTROLEURS DU TRESOR B2,"6_SG","8_SG",FONCT,CONTROLEURS DU TRESOR B2
"17352",CONTROLEURS DU TRESOR NF REF,60,CONTROLEURS DU TRESOR NF REF,"6_SG","8_SG",NON_FONCT,CONTROLEURS DU TRESOR NF REF
"174_SG",COMPTABLES B4,60,COMPTABLES B4,"11_SG","1_SG",FONCT,COMPTABLES B4
"177_SG",AGENTS D'ADMINISTRATION NF REF,60,Agents d'administration NF REF,"14_SG","1_SG",NON_FONCT,AGENTS D'ADMINISTRATION NF REF
"17701",AGENTS DE RECOUVREMENT DU TRESOR C2,60,AGENTS DE RECOUVREMENT DU TRESOR C2,"10_SG","8_SG",FONCT,AGENTS DE RECOUVREMENT DU TRESOR C2
"17702",AGENTS DE RECOUVREMENT C2 NF REF,60,AGENTS DE RECOUVREMENT C2 NF REF,"10_SG","8_SG",NON_FONCT,AGENTS DE RECOUVREMENT C2 NF REF
"17752",AGENTS DE RECOUVREMENT C3 NF REF,60,AGENTS DE RECOUVREMENT C3 NF REF,"11_SG","8_SG",NON_FONCT,AGENTS DE RECOUVREMENT C3 NF REF
"17756",CALCULATEURS C3 NF,60,CALCULATEURS D3 NF,"11_SG","8_SG",NON_FONCT,CALCULATEURS C3 NF
"17950",CALCULATEURS D3 NF,60,CALCULATEURS D3 NF,"14_SG","8_SG",NON_FONCT,CALCULATEURS D3 NF
"17952",AGENTS DE POURSUITE NF,60,AGENTS DE POURSUITE NF,"14_SG","8_SG",NON_FONCT,AGENTS DE POURSUITE NF
"182_SG",AGENTS DU CONTROLE ECONOMIQUE,60,Agents du Contrôle Economique,"14_SG","3_SG",FONCT,AGENTS DU CONTROLE ECONOMIQUE
"184_SG",AGENTS D’IMPRIMERIE,60,Agents d’Imprimerie,"14_SG","5_SG",FONCT,AGENTS D’IMPRIMERIE
"186_SG","SOUS-ARCHIVISTES, SOUS-BIBLIOTHÉCAIRES ET SOUS-DOCUMENTALISTES NF REF",60,"sous-archivistes, sous-bibliothécaires et sous-documentalistes NF REF","14_SG","6_SG",NON_FONCT,"SOUS-ARCHIVISTES, SOUS-BIBLIOTHÉCAIRES ET SOUS-DOCUMENTALISTES NF REF"
"189_SG",AGENTS D’ASSIETTE NF,60,agents d’assiette NF,"11_SG","7_SG",NON_FONCT,AGENTS D’ASSIETTE NF
"191_SG",AGENTS DE POURSUITE,60,Agents de Poursuite,"11_SG","8_SG",FONCT,AGENTS DE POURSUITE
"197_SG",INGENIEURS DES TRAVAUX PLANIFICATION NF REF,60,Ingénieurs des Travaux Planification NF REF,"5_SG","9_SG",NON_FONCT,INGENIEURS DES TRAVAUX PLANIFICATION NF REF
"2_SG",PRESIDENTS,60,Présidents,"2_SG","1_SG",FONCT,PRESIDENT
"20_SG","ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTES",60,"Archivistes, bibliothécaires, documentalistes","6_SG","6_SG",FONCT,"ARCHIVISTES, BIBLIOTHECAIRES, DOCUMENTALISTE"
"20025",CONSEILLERS EN PLANIFICATION A1,60,CONSEILLERS EN PLANIFICATION A1,"1_SG","9_SG",FONCT,CONSEILLERS EN PLANIFICATION A1
"20026",CONSEILLERS EN PLANIFICATION NF REF,60,CONSEILLERS EN PLANIFICATION NF REF,"1_SG","9_SG",NON_FONCT,CONSEILLERS EN PLANIFICATION NF REF
